timestamp,trial_id,class_label,class_name,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,event
122.632,10,0,Left_Hand,9.83828,2.88007,8.37529,0.87203,12.26172,5.33238,-3.07843,-6.42705,5.99302,-6.49757,-5.33173,-0.91631,2.27117,-5.43778,1.79023,-6.99369,0
122.636,10,0,Left_Hand,-0.62833,7.29743,0.62164,-2.72387,4.08644,6.26217,3.82604,3.29382,5.19723,1.48409,-0.02875,-0.66154,-5.21343,3.37947,-9.49368,-3.12754,0
122.64,10,0,Left_Hand,-4.99185,3.1743,2.8479,0.05628,5.25447,2.55139,-0.75957,-2.87855,-7.95124,-2.01716,8.76081,7.03992,-10.02049,5.51658,-4.68995,5.68287,0
122.644,10,0,Left_Hand,-8.92751,-9.70326,4.24894,-5.80686,-2.64632,0.97172,8.7431,-3.31111,0.11603,-2.36448,5.48982,-3.32886,0.01273,6.31051,-4.42942,1.25982,0
122.648,10,0,Left_Hand,-8.77823,-2.04793,9.28971,-5.73607,-0.46138,-4.37803,-0.728,2.23737,4.87451,5.44337,4.50472,3.68545,-2.68741,2.33399,2.98242,2.97913,0
122.652,10,0,Left_Hand,2.6779,2.27428,-12.97067,3.96857,2.44868,-2.9285,0.46315,-7.61505,2.40348,0.76481,-4.69196,-0.59908,-4.33813,-1.01251,9.38127,-1.69347,0
122.656,10,0,Left_Hand,-2.16936,-6.56623,-1.97865,-6.04668,0.38459,2.88722,-3.92546,6.30826,13.28288,-1.58761,3.14506,-6.80761,8.59671,2.52157,4.70706,2.24487,0
122.66,10,0,Left_Hand,-1.75497,3.62284,-9.07703,0.22185,-14.3423,2.0151,0.76817,2.78854,0.85233,8.84808,-8.5552,-3.61531,2.38431,8.95941,3.35324,-3.90268,0
122.664,10,0,Left_Hand,-2.14873,-2.38656,1.95792,-0.71828,6.17902,4.46097,3.04254,6.14239,6.64296,4.95878,-4.09263,-3.73805,1.4751,-5.93896,-2.84301,-6.51876,0
122.668,10,0,Left_Hand,-0.7012,-2.99556,0.57258,-6.31567,-1.06406,6.09321,-10.13744,8.61482,2.75231,3.97853,5.96567,-5.75692,1.55607,-3.90957,4.55668,-1.30984,0
122.672,10,0,Left_Hand,-6.13581,-5.80785,-0.38652,-1.36672,1.37021,-2.44844,1.1127,-3.04357,6.87264,-6.35843,-5.9771,9.84006,11.22229,-1.09683,-3.27037,-3.19727,0
122.676,10,0,Left_Hand,1.58052,0.73928,1.03853,-2.39184,-2.63857,-3.04138,5.93187,-6.21288,0.25262,-0.87488,-1.27953,2.58831,-3.56699,3.71208,0.63954,0.6304,0
122.68,10,0,Left_Hand,-7.11353,1.34514,-4.30786,-2.42007,-7.75188,2.31873,-12.573,-2.70956,-0.6256,6.26469,1.30723,3.41602,2.48186,9.56574,10.56154,6.68964,0
122.684,10,0,Left_Hand,-3.77921,-0.93178,0.17032,5.9506,3.27623,-1.75998,-6.04881,-6.49349,-4.33796,5.89266,3.93683,4.12704,-0.56715,7.17657,-0.62681,-5.59709,0
122.688,10,0,Left_Hand,5.05414,7.42166,-0.19321,-2.78712,-1.92627,-2.23476,2.45296,-4.72846,4.80302,-3.04415,0.91513,-9.45786,-3.93382,-2.29472,-0.01595,-4.48383,0
122.692,10,0,Left_Hand,1.88102,-2.39591,-6.45147,-10.46475,3.97767,5.90161,2.15487,5.17414,-7.97729,1.40609,-3.56359,-4.68689,2.38395,-1.71411,-2.55141,6.78779,0
122.696,10,0,Left_Hand,3.42841,7.77845,4.84321,1.62026,-3.24151,5.92857,-10.55792,5.00318,-9.08632,0.90148,-7.4125,3.47504,0.23868,12.43628,6.4451,0.60973,0
122.7,10,0,Left_Hand,10.75194,6.85555,2.9699,-2.61586,7.14254,6.55746,2.10513,-7.31849,-2.13797,-2.01111,-1.37694,6.49502,-7.16661,1.81098,0.06599,2.04259,0
122.704,10,0,Left_Hand,-0.29827,-3.83266,-9.66896,-1.34219,-4.5324,-3.05885,3.98918,-3.16249,-3.45066,4.30732,1.76343,6.15915,1.03647,-6.01301,4.69894,3.0632,0
122.708,10,0,Left_Hand,0.1073,-4.8641,6.84923,0.54517,-10.16357,1.30175,3.04001,5.05417,0.35859,10.32324,-6.957,-1.78175,4.33843,-2.86351,-2.73687,-11.10755,0
122.712,10,0,Left_Hand,-1.3216,9.02608,-0.90456,5.72148,6.65182,-2.97015,-1.23563,1.17521,-3.11965,-0.01745,-5.83594,2.3383,6.25208,4.07996,-11.47309,4.56101,0
122.716,10,0,Left_Hand,-2.21707,-0.51984,3.06068,-5.51496,1.23484,3.24681,0.04468,3.04971,-1.03689,0.64169,5.25618,5.94532,-2.80244,-3.08892,2.40222,-7.22057,0
122.72,10,0,Left_Hand,-5.05295,3.44666,5.67955,2.10735,-6.11413,1.95436,6.44775,1.84236,-1.23286,-5.71215,1.98584,2.28856,5.56051,7.31058,0.36182,6.86982,0
122.724,10,0,Left_Hand,0.42032,-2.23018,10.53055,-0.85605,3.36977,0.85029,-4.49353,-1.1585,3.87264,2.98162,-4.50074,-0.66421,8.66298,9.39427,-1.13756,2.15847,0
122.728,10,0,Left_Hand,1.77524,0.05202,-1.84772,-1.46229,-10.81818,5.00228,-1.88251,1.2427,-7.27567,0.27754,4.74928,1.83824,1.40075,-0.73953,-1.23964,0.9657,0
122.732,10,0,Left_Hand,2.05385,1.85007,-1.18797,-3.78362,0.30805,-5.20489,7.88485,-2.16098,-3.64718,9.70224,-2.33599,-6.77473,3.51671,-10.84887,3.95663,0.97621,0
122.736,10,0,Left_Hand,0.32182,2.26281,-0.88613,-14.9581,0.43796,5.12138,-5.68067,1.08582,6.50922,-2.63456,-3.55427,2.41896,10.61672,-1.31096,0.21895,5.00016,0
122.74,10,0,Left_Hand,4.63085,0.73267,12.02022,-6.37431,-2.73384,3.59272,12.06849,1.05621,-7.95113,0.2456,-3.72507,-8.61569,6.27318,3.14435,4.98191,-5.5363,0
122.744,10,0,Left_Hand,0.14718,6.7419,2.62916,-0.31945,4.3731,10.30356,-1.32959,1.02077,4.60054,6.58491,-0.26927,0.43429,-0.69361,-7.91205,3.52437,6.85386,0
122.748,10,0,Left_Hand,-2.04651,6.37395,-2.33189,0.49135,3.04672,6.4832,3.83887,-2.46286,4.71047,3.92594,2.18758,-4.90562,2.4844,6.28282,-1.53831,-2.35848,0
122.752,10,0,Left_Hand,-4.63494,0.29789,1.21725,6.88698,-0.00536,-4.93152,-5.77802,0.24575,8.28637,-3.50311,-6.35564,6.47734,3.78619,-7.07034,-5.12319,2.54442,0
122.756,10,0,Left_Hand,-7.74488,-0.62294,2.92327,-0.98579,6.23183,-4.32862,-2.10169,7.59553,-2.06142,7.31224,4.98315,-0.02456,-2.30054,2.36954,4.47658,-4.44549,0
122.76,10,0,Left_Hand,7.30208,10.67472,1.27562,2.19981,3.37909,2.66566,2.91649,7.53974,-0.51734,4.69847,1.26508,-2.42276,-5.61389,2.82132,1.82135,-4.89584,0
122.764,10,0,Left_Hand,-3.49527,-0.74764,-6.32169,0.81422,-3.15844,0.18602,0.53864,7.81883,-1.80365,3.2413,14.77395,-4.53392,-1.9766,3.8403,1.59722,5.92127,0
122.768,10,0,Left_Hand,-4.62834,0.94589,-9.9719,-4.98645,6.00389,-9.80419,-9.03273,-8.15361,4.40176,-4.5063,3.18319,2.71277,15.19855,-4.8905,-9.86149,-4.86622,0
122.772,10,0,Left_Hand,-2.08769,7.42674,-2.51353,0.18764,-5.44607,-12.59348,-1.68847,-9.33569,-2.40099,5.07171,9.89126,-1.27137,2.04121,-9.11572,-4.52357,-8.71407,0
122.776,10,0,Left_Hand,-1.39194,3.03955,-3.20809,-8.09033,-0.60612,4.12577,-2.62423,-12.37259,1.45158,-4.67387,6.59254,5.22009,11.64234,5.95127,-1.86023,-2.37828,0
122.78,10,0,Left_Hand,8.19256,-2.17089,-4.65973,-10.19193,2.80585,-0.34922,-3.94547,0.43257,-4.28191,-0.22837,1.20503,1.74436,-15.94599,-0.85847,7.49173,0.90347,0
122.784,10,0,Left_Hand,-1.64074,-1.38473,-4.97566,-9.71694,0.05516,-5.62102,-6.84504,-3.61753,2.12831,0.39368,4.46823,-1.90892,-2.07061,-2.0153,6.76097,-4.37975,0
122.788,10,0,Left_Hand,13.16692,1.2161,-8.56051,0.07909,7.60341,-4.89698,-1.19933,-2.11518,-3.58251,7.87818,3.32827,-0.6217,-0.18689,-1.96679,0.7065,-0.22544,0
122.792,10,0,Left_Hand,0.31849,4.47442,4.92597,-1.60875,-1.69242,0.09049,6.85597,-8.36632,6.34522,0.49234,2.02941,-7.34482,9.21349,-1.23606,-1.36446,1.54125,0
122.796,10,0,Left_Hand,10.28514,-1.66076,-6.39174,-1.4336,6.3378,-1.07264,-7.20722,1.42906,7.77373,5.94721,-4.71666,-2.1804,0.12392,-2.4517,-4.24094,6.35875,0
122.8,10,0,Left_Hand,4.46965,0.85784,-1.43323,3.27282,4.57292,0.72202,-1.57921,-4.4792,6.55708,1.96098,1.73441,0.43704,0.77348,-1.36878,2.71937,-0.33176,0
122.804,10,0,Left_Hand,1.80519,0.62855,4.53287,5.33994,-1.80801,2.49938,-0.08072,-1.98759,3.80935,-2.85105,8.25855,5.46614,2.10486,0.60763,-3.66802,-5.42771,0
122.808,10,0,Left_Hand,7.88924,1.0971,-2.50767,4.12641,-0.42159,4.40233,8.86329,-4.20098,-1.79581,1.63856,1.71888,3.91781,-4.29233,-2.95059,-4.31211,4.4628,0
122.812,10,0,Left_Hand,5.61115,-6.67829,8.07019,-8.56565,6.82375,1.60627,-0.31261,-4.29715,-3.51517,1.22287,3.30231,-2.28748,0.48269,-7.35925,-0.74183,1.59676,0
122.816,10,0,Left_Hand,3.1734,-7.34977,2.20786,9.74322,-1.30413,-6.76115,6.73201,5.55855,7.09594,-0.48335,0.85678,-5.72485,-4.20913,-0.08504,-1.24131,5.24221,0
122.82,10,0,Left_Hand,11.58797,-0.62689,3.03895,7.55065,2.97009,5.31561,0.9118,8.48298,-1.64746,-2.71943,4.8166,-8.12654,0.94211,-4.48575,9.98604,-3.65538,0
122.824,10,0,Left_Hand,-2.49196,-8.63822,-5.43293,-8.39147,-0.82643,-0.13117,10.50335,3.09278,-5.97301,0.6686,-3.329,6.26464,-4.7351,2.40015,-6.05326,-2.54435,0
122.828,10,0,Left_Hand,-4.97457,0.06915,-1.07979,1.24397,4.73819,0.2925,-3.37282,5.83928,-6.70347,-7.17013,-6.47744,-2.7786,4.57338,-3.21179,5.71487,16.54141,0
122.832,10,0,Left_Hand,-3.38115,2.87125,6.41884,1.2429,-9.26696,8.73694,5.7745,6.90623,-4.53943,4.31484,9.0813,-1.23263,4.54643,-5.12687,2.49253,-10.099,0
122.836,10,0,Left_Hand,8.76137,4.34091,7.76322,-1.16892,1.88716,6.34525,-8.62141,12.16545,-9.7482,6.48205,11.46363,-3.63104,3.10832,-9.22843,-2.01654,4.18469,0
122.84,10,0,Left_Hand,7.2538,-5.76226,12.40024,4.40166,-5.44643,10.12389,-2.68198,9.16905,3.18584,-0.28685,-1.18943,1.88373,1.82585,11.05646,1.86751,4.33005,0
122.844,10,0,Left_Hand,-2.62631,1.16759,-4.59189,8.6758,-3.8236,2.69694,-4.46649,1.19797,2.38272,-5.38541,-7.21298,4.43274,3.87796,-10.3002,2.39616,-4.88387,0
122.848,10,0,Left_Hand,-11.77326,-0.15268,-3.12632,-1.29488,0.9161,13.31464,0.84459,-2.34435,3.54252,1.17449,4.01092,-3.01371,4.11589,-4.327,-2.85046,4.54218,0
122.852,10,0,Left_Hand,-1.02923,1.5742,-1.47707,1.90435,-1.75352,-10.64205,4.20412,5.88577,-1.54679,1.59623,4.27138,4.00266,1.87019,0.84558,-3.98058,-3.57105,0
122.856,10,0,Left_Hand,-5.06632,-1.51411,-3.33033,6.51912,-8.65026,7.14681,0.96103,5.45019,11.9747,-0.80241,-5.8768,-1.5847,8.84852,-5.78827,-2.64216,3.20372,0
122.86,10,0,Left_Hand,-2.46968,-3.18048,-0.84269,-5.26601,0.20397,-9.85501,-2.88103,4.78988,1.67401,1.76961,-2.05123,8.83996,-3.31234,6.85029,-2.01894,0.41126,0
122.864,10,0,Left_Hand,-5.27205,3.33695,-7.02147,-0.28097,4.77307,-3.9536,6.62061,6.68968,4.15336,-8.77163,0.48467,-4.09312,0.25969,4.75363,7.86317,-1.98489,0
122.868,10,0,Left_Hand,-8.04769,-4.80299,-10.1912,-4.90176,-13.56469,3.79118,-3.15313,-8.55881,-2.92139,11.6178,-3.29733,-4.56717,0.4073,-1.89454,-1.07453,3.50123,0
122.872,10,0,Left_Hand,9.41602,4.55138,5.72846,1.3864,-5.05076,3.08803,-1.43011,1.25545,-0.19702,5.48545,-7.38532,0.33091,-8.21008,0.89303,6.66132,-1.68944,0
122.876,10,0,Left_Hand,-3.41834,5.74771,-8.38681,-2.08849,-12.85763,-10.38058,-5.00047,2.48841,4.22603,-2.56498,-4.47975,-0.18225,3.13793,-1.78056,3.80744,-0.48392,0
122.88,10,0,Left_Hand,7.06334,-7.52317,3.20651,6.12036,-0.79722,-5.00917,9.17132,-6.27287,-3.33811,-3.68307,5.51663,-0.11588,3.96785,1.09821,8.68014,-1.34816,0
122.884,10,0,Left_Hand,-1.10685,0.07449,1.21158,3.98245,0.33901,0.77448,0.13452,0.85346,1.51728,-1.37157,3.27361,1.43339,7.35318,1.27244,-1.47119,1.67786,0
122.888,10,0,Left_Hand,-5.65402,-4.03851,-1.63703,-1.6631,-3.85862,-5.65846,-2.61918,1.36469,9.97413,9.23174,-4.70738,2.60841,-5.16915,-1.70665,0.49669,7.10988,0
122.892,10,0,Left_Hand,2.54534,-3.60838,-0.30399,6.2087,-2.53537,-5.95803,-9.38545,-3.13745,-2.48349,-5.52153,7.3013,1.17906,-3.89599,-1.30387,-1.90641,2.99603,0
122.896,10,0,Left_Hand,-1.95528,3.49842,-0.40633,1.34082,2.45623,5.39531,-8.09435,-4.07641,-8.86294,3.02591,-12.21333,-1.06256,5.55554,8.16439,-3.72304,2.76584,0
122.9,10,0,Left_Hand,-1.03551,2.88763,1.34957,-2.88976,1.97653,12.71424,-5.84741,4.91882,0.33408,-5.26091,-2.69574,1.92609,-6.45617,1.58379,6.01664,3.40068,0
122.904,10,0,Left_Hand,0.72453,6.57099,0.35801,0.35957,-4.27538,-2.51411,1.84292,10.48067,6.10371,3.73289,1.82837,-0.9986,-13.26022,-4.62855,0.71928,3.4282,0
122.908,10,0,Left_Hand,-4.06106,-1.48872,0.5794,4.37259,1.22133,7.38844,7.5313,-2.50958,1.99909,-0.81487,-1.95147,-0.35803,-0.0401,8.26012,-0.21569,1.61244,0
122.912,10,0,Left_Hand,-8.10568,-3.97266,0.84581,1.9702,-0.3436,-1.49706,-0.78891,-2.70618,-3.51743,4.85569,-9.13776,4.91026,1.29003,-8.88348,4.22712,-2.19533,0
122.916,10,0,Left_Hand,-0.25635,2.1114,5.5672,-4.07869,3.54193,-1.83234,3.33179,-0.47306,-2.10799,-3.73645,-0.79641,6.56126,-7.51783,-11.19991,1.02097,-0.43176,0
122.92,10,0,Left_Hand,4.81959,3.39595,3.1914,1.03922,3.20591,1.91519,-2.16077,-0.18078,-0.86821,-1.4909,-0.19567,2.99834,2.02007,-0.56353,-7.44644,-1.23696,0
122.924,10,0,Left_Hand,-4.50796,-1.61781,-2.97219,3.38501,2.20316,4.27319,-2.68773,-6.53107,-5.73664,6.25913,-8.44506,5.17141,9.7176,5.11068,-5.727,6.45829,0
122.928,10,0,Left_Hand,0.76981,-3.76829,5.93091,-5.21448,3.55416,-1.4061,2.45167,1.34321,-1.17586,-3.12932,-5.01165,-0.03128,-4.29951,2.86681,-5.51062,3.07404,0
122.932,10,0,Left_Hand,7.52754,-0.68583,-4.98868,0.33439,1.1262,-6.59232,-4.24507,-8.39981,4.25506,-8.34705,0.42253,-1.77187,7.15068,12.43062,-0.21838,5.4116,0
122.936,10,0,Left_Hand,-0.44882,1.96184,-5.14383,1.70653,-1.68677,4.82598,8.18248,1.06062,8.46259,10.67228,5.53702,2.62868,9.70357,2.71451,-6.87979,1.14543,0
122.94,10,0,Left_Hand,0.43047,-3.9462,-4.79422,2.32468,-4.22786,-4.11476,8.42247,-3.4554,11.8822,-5.56288,-3.76705,5.07895,0.45212,9.63294,-4.73053,3.66797,0
122.944,10,0,Left_Hand,0.27606,-1.61887,4.40422,3.14383,2.27381,3.29791,0.91901,4.16527,-0.37332,6.20596,-1.73839,2.53261,4.12072,-2.51517,1.87944,5.70726,0
122.948,10,0,Left_Hand,-3.41172,0.48589,1.22567,-11.18302,-3.04486,6.60386,-5.41599,-0.55034,-1.37095,2.29847,-12.03171,-2.86057,4.46862,-1.03881,-2.84152,4.74976,0
122.952,10,0,Left_Hand,-4.96677,-6.75802,-11.6667,3.44444,-2.27952,-11.43101,9.78066,-2.25958,0.86406,0.43623,-6.10166,-0.27467,8.35173,1.26404,6.96563,7.89646,0
122.956,10,0,Left_Hand,-4.94631,-3.03656,-5.70269,-6.37619,4.50697,-2.30133,1.94434,1.40515,4.36892,-0.95747,0.9644,2.31802,-0.80632,4.2022,-0.0518,1.97605,0
122.96,10,0,Left_Hand,1.84092,-1.27825,5.7134,-3.01317,-8.93428,4.09809,-0.03664,-2.08929,-3.13806,1.55886,8.65052,-0.15098,-4.41857,2.571,-1.52934,6.43114,0
122.964,10,0,Left_Hand,3.78936,6.82396,3.54506,-4.95982,0.11292,1.07852,-1.1011,0.26014,-0.65609,4.39936,5.11293,-0.79021,2.59167,-1.28463,-6.931,-1.40801,0
122.968,10,0,Left_Hand,4.02541,-2.56299,-7.93239,-2.23356,1.40088,0.64111,-5.83074,-1.95033,8.43553,-3.10897,1.72777,-0.23849,1.40593,-1.84899,-8.11497,3.33111,0
122.972,10,0,Left_Hand,-1.89271,-11.36421,-7.29098,-6.25058,-5.10549,3.09294,-1.13233,-2.13022,0.43333,7.37575,9.55157,0.46304,7.7673,1.80508,4.29145,-5.12137,0
122.976,10,0,Left_Hand,5.46654,-2.65539,-5.84772,-7.28719,-3.59527,0.82678,-5.41347,7.6566,-5.66101,1.74344,5.48867,-2.66904,2.05269,4.69745,-0.32722,-0.82222,0
122.98,10,0,Left_Hand,1.53682,5.44585,-3.04407,9.5307,2.60548,-1.13314,3.59423,1.39874,3.9862,-5.1272,4.68115,4.2067,-6.91259,-7.38183,-1.90525,-1.05304,0
122.984,10,0,Left_Hand,0.35371,-4.67954,-6.5124,-1.97648,-1.65375,-5.73807,5.6782,-5.61355,-1.34295,1.14125,-4.48129,-0.47183,2.58616,4.89948,-3.0531,5.96657,0
122.988,10,0,Left_Hand,-16.69678,1.43215,-1.64464,-1.26582,-0.54997,-2.70672,-0.97095,-1.40652,-2.13807,2.64449,4.68795,-10.4793,-8.79614,-1.02621,-2.55863,7.87755,0
122.992,10,0,Left_Hand,-4.08705,10.10233,-0.24251,10.21083,-11.24058,-9.43491,9.72837,-1.17345,-2.8581,-3.73728,2.72495,3.37442,2.36789,3.84071,6.06834,-4.1019,0
122.996,10,0,Left_Hand,-7.60549,4.26848,3.58527,-7.67239,9.49819,2.04584,-10.17622,1.72437,12.90898,-3.06064,-12.45117,-2.62693,-5.19591,-2.08124,-1.51186,-2.01814,0
123.0,10,0,Left_Hand,3.13537,-2.28235,3.80597,-6.72793,2.08646,2.67842,-2.29794,4.19155,3.38631,4.73677,-1.14319,1.02353,-1.71439,4.45883,0.55446,-2.89144,0
123.004,10,0,Left_Hand,0.47517,-7.26252,-3.16342,6.38428,-2.71377,-2.77575,-4.16074,10.79847,-2.32627,1.8302,2.63518,1.36935,-1.2465,4.32168,-3.19412,-8.43327,0
123.008,10,0,Left_Hand,-5.35993,-8.63804,3.3948,-1.44202,-2.82314,5.9637,1.34052,10.92508,4.8372,-1.93624,-6.08734,1.58179,-5.5793,-1.79959,-1.91101,2.75195,0
123.012,10,0,Left_Hand,1.52181,5.05806,-6.42573,-2.29155,6.31702,8.71357,-0.09583,-7.2713,0.54613,4.54647,-3.65775,0.82602,-2.87899,-7.0986,-0.20402,8.40886,0
123.016,10,0,Left_Hand,-7.11746,-1.86218,0.75304,-6.54167,-4.1419,7.21576,0.77969,-1.69422,-3.08864,-2.95742,6.22177,0.66402,1.95501,-1.26346,-1.31368,3.67652,0
123.02,10,0,Left_Hand,-5.21882,-0.51407,2.59614,-8.69929,10.52378,1.24587,8.10714,0.11229,6.99373,-2.09427,-3.43445,-3.22325,-2.85044,0.7475,1.41267,-2.61195,0
123.024,10,0,Left_Hand,-3.55111,-0.32112,-0.13811,-5.56863,-7.01086,-3.83505,-7.09811,0.89978,1.72483,7.063,-5.72325,5.21585,7.02078,8.40931,-4.84622,2.32706,0
123.028,10,0,Left_Hand,2.70068,-8.68371,-1.10193,-1.57008,-3.90975,4.77078,-4.23671,4.97117,2.80116,-1.14832,0.08433,-0.05009,-1.97482,1.44864,-3.97321,5.76957,0
123.032,10,0,Left_Hand,6.99721,10.69991,-3.66321,-1.73003,-3.7128,3.90284,6.69861,9.18066,-2.71577,7.60405,3.77783,0.67775,-2.96675,-8.87155,4.58994,1.63972,0
123.036,10,0,Left_Hand,-2.93004,-9.3101,5.67482,0.85915,-0.71271,-5.86839,-1.74615,-2.50278,4.22697,-5.88051,-1.2838,7.41724,11.35506,7.0116,-6.35394,1.26816,0
123.04,10,0,Left_Hand,6.61229,-17.08882,6.65063,-7.47958,4.09055,6.67447,0.22443,3.35934,-7.04091,1.85611,-4.23852,2.62346,7.08133,2.6208,-7.45835,-8.34069,0
123.044,10,0,Left_Hand,0.23702,2.60607,-2.1234,2.23277,0.2008,-5.13246,14.14883,-0.92577,-0.49493,1.82516,-3.2325,5.18885,-6.168,-9.76688,5.62466,-1.63463,0
123.048,10,0,Left_Hand,1.18069,0.90141,-0.3929,-1.42223,4.00626,6.31793,-2.8954,3.63959,3.83622,-3.85218,-4.98899,4.38633,2.02699,16.9628,-9.08123,-1.80271,0
123.052,10,0,Left_Hand,-0.31902,-4.19357,1.19159,-6.04062,-2.26839,4.46387,-11.0563,-2.86604,5.11895,5.58207,6.96964,-1.10451,0.04385,2.9895,0.62147,1.9018,0
123.056,10,0,Left_Hand,-0.98657,-0.68603,-3.98516,3.12337,-8.85711,-0.39584,-0.17828,-0.96684,-2.43304,2.40614,8.0147,2.97215,0.45807,2.50789,8.08865,4.25672,0
123.06,10,0,Left_Hand,2.1965,0.38235,-0.05866,-7.13168,2.78766,-4.23688,-0.53849,-4.31273,3.57691,4.1053,2.48745,7.47899,2.20695,4.74812,3.81442,1.47528,0
123.064,10,0,Left_Hand,3.70161,0.53038,-4.56777,-7.16811,4.34553,-2.2332,-6.44666,5.98435,3.19352,-0.60411,11.33747,-3.77749,1.438,1.24778,-1.37669,2.27354,0
123.068,10,0,Left_Hand,-4.42306,9.70347,-1.65666,8.00842,-0.00776,2.86666,5.34359,-15.33869,11.40773,-0.20746,2.61068,3.64385,-2.76472,4.29105,3.92756,3.27452,0
123.072,10,0,Left_Hand,-0.9465,-0.03093,-5.58338,-3.17633,2.12009,-5.51148,-2.89511,1.19316,0.49313,7.93722,-4.35546,-1.11749,0.79992,1.37049,10.9778,1.22203,0
123.076,10,0,Left_Hand,8.34638,-2.8773,-3.94933,-13.0782,-0.92016,-4.40733,-8.40568,-0.11939,-0.13615,4.23731,-4.30444,-6.65606,-6.36023,2.33234,1.00357,3.31949,0
123.08,10,0,Left_Hand,0.88594,2.44983,-5.13919,-8.76506,-0.92859,-1.48845,-7.55381,-7.00504,-2.80872,3.1567,1.20021,3.97614,3.94589,-1.48742,-2.69615,-2.51793,0
123.084,10,0,Left_Hand,1.43347,0.89655,1.55488,-2.62485,-7.45928,-2.21595,-1.25002,4.53553,-5.34237,-1.09101,-3.20899,8.16617,12.56013,1.92137,2.74264,-1.6585,0
123.088,10,0,Left_Hand,5.83634,5.93001,1.226,-5.65405,4.51551,-4.82871,-0.03705,0.93018,-2.83448,-1.90484,-4.09342,6.42318,-8.26385,-2.23255,1.20233,-7.30663,0
123.092,10,0,Left_Hand,-2.50622,8.88745,0.93936,1.87797,-0.87548,9.03969,-5.42711,-4.70064,-4.93715,12.98643,-8.35497,-4.79785,-3.11645,1.05057,1.03511,6.31426,0
123.096,10,0,Left_Hand,-0.1698,-4.87835,3.22541,2.83119,-1.55161,3.95174,0.66663,1.61543,-7.28178,2.51594,-2.61186,5.416,-0.32105,3.75242,-0.68624,5.10038,0
123.1,10,0,Left_Hand,4.08422,2.7051,-1.0451,-3.51937,5.30066,5.05325,2.07382,4.03798,-1.99115,-4.28589,-0.19579,-5.20879,-8.91314,-5.42493,3.99737,0.42893,0
123.104,10,0,Left_Hand,6.19451,-1.11026,-1.2211,-1.48732,5.12265,-2.44166,-3.26443,0.70107,-6.50707,7.08828,-8.17238,-8.81899,3.74176,2.68634,14.6522,-8.14527,0
123.108,10,0,Left_Hand,-11.82572,6.14733,3.067,4.84582,-3.24401,-2.41742,8.73634,-2.24108,-4.08733,5.76428,6.06215,1.708,0.23858,5.10067,-3.44309,-1.50854,0
123.112,10,0,Left_Hand,-3.68334,2.20459,-1.07907,3.7822,6.35831,-1.17825,1.02394,5.13037,2.23986,-6.00299,-1.35476,1.60185,4.86437,-15.57406,3.88016,8.29261,0
123.116,10,0,Left_Hand,-4.99183,-1.80916,3.91729,6.57171,-3.79386,2.75028,7.20214,-4.50385,3.7217,2.85241,-3.02625,-6.03816,11.15254,3.85873,-6.14176,-2.79747,0
123.12,10,0,Left_Hand,-0.61913,2.21831,-0.44328,6.56338,1.21691,3.57227,-0.31604,-2.59441,-0.47166,8.16508,-1.91507,-0.36621,1.20814,-1.23492,-7.92923,8.28264,0
123.124,10,0,Left_Hand,-4.61336,-6.81559,11.67197,4.55048,-1.78221,-1.79467,-2.67011,-0.91982,-3.32123,6.87521,-2.293,-6.55369,2.11349,-2.34609,2.95894,1.01974,0
123.128,10,0,Left_Hand,3.32053,10.09222,-0.12345,3.44981,5.0878,7.607,-10.10593,-2.43207,-1.87389,6.13159,1.75995,11.71887,-0.37937,4.12621,-0.72368,2.97389,0
123.132,10,0,Left_Hand,0.86205,-2.43511,3.95031,-3.19333,-1.7147,1.74647,0.86836,1.46103,4.43788,1.4266,-0.60886,2.30702,5.06276,-5.3318,-1.489,5.41418,0
123.136,10,0,Left_Hand,4.44595,-6.27835,-2.20237,1.46639,1.57657,6.64697,-1.14226,0.14837,2.77478,-14.1465,8.26065,2.904,6.01452,0.37499,8.89731,1.66711,0
123.14,10,0,Left_Hand,4.76504,-5.73685,-1.45647,1.13138,7.83787,6.59901,-11.08669,3.88287,0.16553,10.43732,3.16717,7.71598,-2.90447,0.79788,-7.2635,10.86895,0
123.144,10,0,Left_Hand,3.39543,1.31633,-3.35103,-5.0358,1.6318,4.06029,-1.92527,-8.35634,12.99493,0.6435,5.96602,-1.38034,7.11904,2.05326,-4.83739,3.38215,0
123.148,10,0,Left_Hand,-1.67895,0.33411,-3.50199,4.30979,-2.0402,-4.35003,-2.12649,-4.32061,0.29249,-5.12233,-1.09071,7.10879,-5.7151,-5.31752,-5.38135,-3.02187,0
123.152,10,0,Left_Hand,0.52139,-1.61216,2.47356,-4.35837,-2.44016,-1.56582,3.47467,-2.72173,-13.63626,0.44838,8.46936,1.82064,4.53251,3.86155,-10.56997,0.82642,0
123.156,10,0,Left_Hand,-2.30437,0.26652,-1.92175,-7.3791,-3.03456,-4.62795,-2.53928,0.76531,7.3794,4.76669,5.87293,-0.06867,-0.06989,7.25643,-8.00194,-2.7315,0
