timestamp,trial_id,class_label,class_name,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,event
39.456,4,0,Left_Hand,0.577984,-3.704309,-2.380072,8.058131,4.23883,-1.818025,0.898026,-1.839678,0
39.46,4,0,Left_Hand,-0.148832,-2.735164,4.788255,-5.452342,1.15871,4.222627,-9.30654,-5.064445,0
39.464,4,0,Left_Hand,1.607923,2.285934,-0.674245,1.075481,-3.573425,-4.030648,6.790813,0.434615,0
39.468,4,0,Left_Hand,0.58254,9.942347,-2.767756,3.155609,1.447535,1.368477,2.771696,-3.056183,0
39.472,4,0,Left_Hand,1.898498,5.361464,-4.706032,1.664847,-0.466187,-3.592228,-1.267576,3.356765,0
39.476,4,0,Left_Hand,-1.557336,6.032128,-1.062613,7.535011,1.13907,-1.656655,-6.47485,-7.917671,0
39.48,4,0,Left_Hand,0.293045,-6.633604,-2.752751,1.848179,-3.926259,2.894252,10.395945,3.095013,0
39.484,4,0,Left_Hand,-6.139143,8.169627,-2.554757,2.256937,0.342782,1.450058,-0.150941,0.579563,0
39.488,4,0,Left_Hand,-1.599536,-2.859264,5.425126,1.511999,-9.201989,-3.298995,-4.037166,-7.37831,0
39.492,4,0,Left_Hand,6.954168,-2.961269,0.887415,3.954554,-6.147376,10.07827,3.282619,7.408474,0
39.496,4,0,Left_Hand,1.594042,4.549249,4.769613,-1.166823,-2.531264,-4.551495,-1.583385,5.30647,0
39.5,4,0,Left_Hand,-0.104605,3.724911,-2.803517,-1.692174,0.208901,3.221624,-2.699632,-9.766324,0
39.504,4,0,Left_Hand,9.480616,3.11139,11.302391,-6.939633,1.306923,2.588948,-5.726437,0.135418,0
39.508,4,0,Left_Hand,-6.804175,4.148268,3.837508,1.962103,-0.047599,1.975658,-1.306616,2.189507,0
39.512,4,0,Left_Hand,-5.547278,-0.635127,-6.813694,3.222378,4.680292,12.94766,2.190691,3.330759,0
39.516,4,0,Left_Hand,8.563557,5.57215,-4.575335,-8.293765,3.503586,2.413676,2.818798,-1.382065,0
39.52,4,0,Left_Hand,0.229805,5.78753,-5.096192,-6.956281,-7.234236,-1.811561,1.119533,2.462954,0
39.524,4,0,Left_Hand,-1.212915,7.531772,2.600984,0.324407,0.488705,-4.108702,-2.228782,1.700134,0
39.528,4,0,Left_Hand,-5.996022,5.057759,1.932503,-7.004987,0.912554,7.391425,4.114888,0.334394,0
39.532,4,0,Left_Hand,2.238481,-7.643039,-0.051139,-8.877852,-4.058221,6.217731,-8.131924,4.240102,0
39.536,4,0,Left_Hand,2.722299,-1.588448,3.555817,-8.896595,-2.264636,6.743154,0.396481,0.4455,0
39.54,4,0,Left_Hand,-5.472472,-1.049835,1.009745,0.536211,-2.064993,-1.551636,0.555292,-2.627682,0
39.544,4,0,Left_Hand,-0.701378,0.981501,-5.053463,-0.085963,-4.530557,3.802651,-2.618293,-2.621001,0
39.548,4,0,Left_Hand,-1.677579,2.551413,-1.999515,5.06234,-7.291999,-0.935707,3.916531,13.084896,0
39.552,4,0,Left_Hand,1.279886,-0.59495,9.663489,7.332545,-6.210056,-1.568878,8.422344,-2.479946,0
39.556,4,0,Left_Hand,-5.596251,2.892902,-8.071024,4.92827,-2.250592,2.280343,3.211959,1.566394,0
39.56,4,0,Left_Hand,6.259737,0.832452,-0.425102,-1.242591,-5.780939,2.990066,-0.019664,5.238178,0
39.564,4,0,Left_Hand,4.579119,-5.621264,-1.115294,3.159909,-2.02077,-1.526841,-3.809578,6.343079,0
39.568,4,0,Left_Hand,-1.815878,-8.196183,1.020897,3.786309,-6.170407,-3.068758,4.439981,2.892937,0
39.572,4,0,Left_Hand,-1.082094,-5.427265,0.974753,-5.351521,3.929785,-2.794981,8.584297,-3.215036,0
39.576,4,0,Left_Hand,-0.682111,-6.800413,2.121757,3.183241,2.295802,-4.616354,-6.408993,4.171409,0
39.58,4,0,Left_Hand,-3.891543,-9.54888,-5.982067,3.396234,-4.106514,6.205494,-4.453933,-5.349788,0
39.584,4,0,Left_Hand,-2.217147,4.101172,-9.114899,-4.95725,1.324692,2.236051,3.225357,-2.136599,0
39.588,4,0,Left_Hand,-1.351352,7.741495,1.151399,-8.981766,4.975081,4.020693,0.435091,-5.388885,0
39.592,4,0,Left_Hand,8.064342,-2.709219,2.158184,3.942328,1.549358,2.049888,6.949207,7.057576,0
39.596,4,0,Left_Hand,4.733092,2.537031,-5.420616,5.652508,-7.007672,2.59214,-6.067594,1.097555,0
39.6,4,0,Left_Hand,4.673274,8.274893,1.580893,-0.492393,-2.832455,1.33044,2.509983,2.140371,0
39.604,4,0,Left_Hand,1.849628,2.96882,-2.786441,4.207634,2.758122,-0.386369,-1.159293,9.429484,0
39.608,4,0,Left_Hand,-5.586635,-4.682767,-4.470787,4.058814,-1.194479,5.839336,4.538164,6.528659,0
39.612,4,0,Left_Hand,-0.207456,-0.460778,-2.180238,12.22944,-1.049612,-8.417614,-5.432944,-3.365179,0
39.616,4,0,Left_Hand,4.852442,-6.292874,-4.367933,-3.980305,-0.952722,-6.28647,8.173009,5.61118,0
39.62,4,0,Left_Hand,-6.291323,-4.494007,2.520218,2.848598,3.194313,11.076315,4.290722,8.505514,0
39.624,4,0,Left_Hand,3.182766,-3.682104,-1.646928,9.046798,5.780417,2.717108,-11.765688,0.296288,0
39.628,4,0,Left_Hand,11.613046,-11.586578,1.9262,-4.617665,5.05909,-3.581462,1.785979,3.252656,0
39.632,4,0,Left_Hand,5.309083,0.071209,4.685219,2.619519,1.246792,9.624578,4.909957,-4.001862,0
39.636,4,0,Left_Hand,7.070146,-8.812518,1.220098,5.661299,4.037922,1.429198,3.747226,3.630235,0
39.64,4,0,Left_Hand,1.091694,-0.474939,2.021552,-2.962001,-4.5642,-0.303329,-1.997472,-4.575164,0
39.644,4,0,Left_Hand,4.83966,1.809326,3.743438,-10.718344,-0.104302,-4.744159,-3.795273,-3.541854,0
39.648,4,0,Left_Hand,-3.589266,2.45686,-1.863465,-0.466562,4.688091,-1.526957,-2.964697,-5.361117,0
39.652,4,0,Left_Hand,3.979319,0.995567,1.238044,2.126161,2.884908,4.627271,-0.744242,1.742419,0
39.656,4,0,Left_Hand,3.271941,2.289377,-3.335666,-8.121399,-1.855223,-6.218327,6.539175,5.721972,0
39.66,4,0,Left_Hand,1.449556,7.197124,-3.790202,5.288431,-3.215216,3.566727,3.761009,-2.485006,0
39.664,4,0,Left_Hand,6.580037,6.436342,0.098978,-3.086371,-6.975567,-9.164466,2.426611,0.177227,0
39.668,4,0,Left_Hand,-2.693924,-1.446441,1.597044,-5.388284,0.806119,5.158675,-6.022838,4.346419,0
39.672,4,0,Left_Hand,-0.935288,-3.798157,-2.578638,2.019977,-11.290254,7.180114,3.940381,-3.561821,0
39.676,4,0,Left_Hand,0.47731,9.781979,-5.370004,-4.547396,-1.259375,2.740461,-7.669138,-0.054351,0
39.68,4,0,Left_Hand,-5.148055,-0.788205,-6.972531,-14.151903,-1.414455,1.945991,0.945279,-6.967012,0
39.684,4,0,Left_Hand,1.13466,-2.180887,-6.032664,-2.465716,-8.161216,-4.384046,0.675064,-3.461351,0
39.688,4,0,Left_Hand,-8.594652,5.522441,-6.032508,2.293596,1.965809,2.249702,3.866573,0.245129,0
39.692,4,0,Left_Hand,5.234773,2.902454,6.254985,-8.455611,-0.758665,-9.398081,0.647361,12.744105,0
39.696,4,0,Left_Hand,0.233187,5.956798,0.466881,1.934922,-0.803141,-3.14073,-6.209907,1.444848,0
39.7,4,0,Left_Hand,-2.604465,1.351874,5.187967,6.041779,-0.589626,-4.900228,-2.499674,-4.717425,0
39.704,4,0,Left_Hand,-4.171868,6.578005,1.363369,-0.059245,1.357052,2.325324,8.78345,6.849539,0
39.708,4,0,Left_Hand,-1.172895,-2.427933,2.235994,6.66725,2.178378,5.173155,6.899623,-2.482565,0
39.712,4,0,Left_Hand,3.441299,-3.512115,-6.083405,-0.105389,2.180387,0.698493,4.666287,-3.393989,0
39.716,4,0,Left_Hand,2.738695,-5.568288,-6.467727,1.537799,5.003428,-2.129133,1.964851,-1.971582,0
39.72,4,0,Left_Hand,-3.52769,10.170972,2.276069,-2.227726,4.655762,1.530438,6.611459,-0.985195,0
39.724,4,0,Left_Hand,-4.230198,-5.01309,5.631108,-1.291103,-0.504514,-0.328402,-1.143598,3.826206,0
39.728,4,0,Left_Hand,3.284494,-2.570204,3.381444,2.44659,2.006889,-7.903026,-5.695811,-2.72758,0
39.732,4,0,Left_Hand,-3.611737,1.836606,0.332225,0.91612,5.141995,-5.161965,0.30616,-0.665093,0
39.736,4,0,Left_Hand,0.299549,2.974997,-0.558102,-0.782461,4.554621,0.028955,-10.174393,-3.310781,0
39.74,4,0,Left_Hand,0.618773,7.150176,0.184903,2.544268,-0.613507,-7.813048,1.254065,-0.420616,0
39.744,4,0,Left_Hand,1.560311,-4.007546,-4.216854,2.260913,1.069313,8.587537,3.778867,3.170094,0
39.748,4,0,Left_Hand,4.291352,-11.124195,-2.360843,-7.754455,3.207734,13.20359,-3.350798,10.658051,0
39.752,4,0,Left_Hand,-6.314815,2.585416,6.172972,-2.813506,4.559158,2.94014,3.768645,1.925487,0
39.756,4,0,Left_Hand,-9.555797,11.646519,-4.700473,-1.059837,4.701986,4.779315,0.59724,-2.481126,0
39.76,4,0,Left_Hand,-2.837236,0.896674,-5.160214,-2.966235,8.634176,1.357434,-2.286772,-3.566957,0
39.764,4,0,Left_Hand,9.007642,-1.125741,0.186996,-0.901231,-4.068282,1.606823,1.501179,3.771689,0
39.768,4,0,Left_Hand,10.110871,8.507653,-3.782724,6.736027,3.535075,9.652582,6.896388,-1.550369,0
39.772,4,0,Left_Hand,9.155886,1.762416,-4.291307,-11.60994,3.57964,5.876824,-2.967259,-0.976173,0
39.776,4,0,Left_Hand,-0.964907,-4.55895,11.388901,-1.507813,0.870324,3.597606,-5.210876,2.63041,0
39.78,4,0,Left_Hand,-8.910575,-8.054004,1.13223,3.363527,-4.201369,-7.993004,-5.146914,-2.507534,0
39.784,4,0,Left_Hand,-11.715196,-11.632032,1.822008,1.887098,-6.331374,-7.377709,11.527293,1.17756,0
39.788,4,0,Left_Hand,-3.070191,-4.729904,-2.405734,12.628528,-7.825235,-6.927949,-5.363101,1.626477,0
39.792,4,0,Left_Hand,-0.990368,1.977551,-0.089763,-10.16563,-4.644,2.127456,1.904861,2.446525,0
39.796,4,0,Left_Hand,6.503127,1.18495,-4.427095,-0.141808,3.849351,-0.612616,-2.905832,-6.366903,0
39.8,4,0,Left_Hand,4.339027,-8.515145,-0.989456,-5.57019,2.048096,-9.604129,3.109985,5.267612,0
39.804,4,0,Left_Hand,1.137025,1.391902,1.375273,2.488285,8.412027,1.365473,-2.307818,0.076306,0
39.808,4,0,Left_Hand,-4.449224,-1.621476,-4.400082,3.477376,0.953681,5.885136,8.705141,4.762461,0
39.812,4,0,Left_Hand,-4.803898,12.608139,-8.403962,4.866347,3.082025,12.923046,3.270545,7.878034,0
39.816,4,0,Left_Hand,1.270638,-2.777335,-0.189864,2.509638,-2.429385,7.483687,2.526256,-4.787681,0
39.82,4,0,Left_Hand,3.485255,-10.490006,-6.298011,-5.627238,2.740228,2.32878,0.987062,3.77513,0
39.824,4,0,Left_Hand,1.959406,7.230275,0.794403,7.447703,-2.676307,7.796736,-4.888214,8.662959,0
39.828,4,0,Left_Hand,-5.17299,3.212561,-13.015463,-1.437214,-13.837504,-10.45588,-6.847988,-1.264822,0
39.832,4,0,Left_Hand,3.253338,7.151875,2.752129,4.571453,-2.652374,-2.347996,-1.29938,-0.046384,0
39.836,4,0,Left_Hand,2.129555,-1.931605,1.679222,-1.842328,-6.711392,1.307013,1.852498,5.103102,0
39.84,4,0,Left_Hand,-5.353332,10.875726,-0.481982,3.825326,-4.325039,1.977175,3.116414,0.882068,0
39.844,4,0,Left_Hand,-3.921605,1.841375,3.350371,5.04674,-3.074404,1.21024,-0.868396,-11.622593,0
39.848,4,0,Left_Hand,3.44248,-3.412167,-11.576255,0.928453,-1.905499,0.394075,-4.48787,-3.389698,0
39.852,4,0,Left_Hand,-1.172538,2.418343,-8.75921,-1.598279,5.007974,-6.315781,1.277995,-5.022103,0
39.856,4,0,Left_Hand,7.945737,-4.907486,-6.376584,-0.934101,5.815293,4.117776,-8.190902,-5.689451,0
39.86,4,0,Left_Hand,2.505646,-3.168285,-1.849479,1.732382,3.928041,2.47157,11.2302,1.289286,0
39.864,4,0,Left_Hand,-2.433156,-7.000294,-10.573739,1.260771,-0.4664,-0.861881,-1.860721,0.823601,0
39.868,4,0,Left_Hand,-0.051028,-2.242499,-1.607107,-0.037633,9.427823,1.506401,4.931534,0.006263,0
39.872,4,0,Left_Hand,0.316917,4.247113,2.792035,-1.229425,-5.739189,-0.979898,-1.288167,3.39878,0
39.876,4,0,Left_Hand,-3.641952,-1.823231,-6.844363,7.808537,-0.119011,3.68113,2.800333,0.765226,0
39.88,4,0,Left_Hand,-4.562941,2.797418,2.944314,0.203955,-4.425691,-2.901227,-4.75979,1.526876,0
39.884,4,0,Left_Hand,3.506949,3.033765,10.976827,6.11315,-0.330552,-0.294139,0.217823,5.120021,0
39.888,4,0,Left_Hand,4.226366,1.895286,5.525672,0.421343,7.64673,-1.38426,8.522238,-1.526046,0
39.892,4,0,Left_Hand,3.018907,-3.020096,-8.218615,-4.467225,2.963321,-1.5707,0.295526,1.809004,0
39.896,4,0,Left_Hand,7.57659,-4.356186,2.187448,3.913801,0.343774,-7.484755,-3.294371,0.876627,0
39.9,4,0,Left_Hand,-2.708866,-1.174228,1.729542,5.62136,-8.832173,-0.122687,1.695016,4.496575,0
39.904,4,0,Left_Hand,8.371354,7.562654,1.498365,-0.584409,5.853462,-3.563913,-3.190157,-5.240237,0
39.908,4,0,Left_Hand,-4.504606,6.25428,7.508296,4.091197,3.702669,0.669865,1.642689,-5.25186,0
39.912,4,0,Left_Hand,-5.063428,3.600635,-2.669672,-0.459202,0.5669,0.363371,-4.660072,-8.703101,0
39.916,4,0,Left_Hand,-8.799794,-4.723402,-4.470971,0.405487,1.892924,5.388108,6.810077,7.139659,0
39.92,4,0,Left_Hand,-2.228977,-0.337439,-2.078455,3.632609,-3.842645,-7.192075,4.108952,-7.212965,0
39.924,4,0,Left_Hand,-2.518612,6.61451,-0.358916,-3.947799,6.885548,6.488406,-0.850412,-5.325194,0
39.928,4,0,Left_Hand,2.629686,0.118625,-7.654958,1.926157,-0.453314,-1.346324,2.505304,-2.447788,0
39.932,4,0,Left_Hand,1.219455,4.884919,2.731146,1.93865,-1.158598,3.481171,-0.507697,2.352922,0
39.936,4,0,Left_Hand,-5.964867,-4.693625,-1.223132,-4.689799,1.352266,2.748531,-4.687626,-2.990133,0
39.94,4,0,Left_Hand,-1.963631,-5.23822,-1.377839,-2.899215,-2.166091,4.539158,2.017701,-7.669559,0
39.944,4,0,Left_Hand,-1.85731,-4.759766,8.647577,-4.653423,-0.214939,5.69808,-0.562018,2.101447,0
39.948,4,0,Left_Hand,-8.879911,-8.27943,-10.114409,1.32691,2.484694,-1.386489,-2.746966,-4.967463,0
39.952,4,0,Left_Hand,-4.904734,-4.267773,0.861199,6.297622,1.080192,-0.501634,2.200187,0.517763,0
39.956,4,0,Left_Hand,-3.854068,-0.570338,-5.403051,-10.533153,-3.700249,0.928728,-4.764512,-2.562233,0
39.96,4,0,Left_Hand,7.168125,-0.035303,0.343153,-6.106501,-2.831782,-2.123883,1.933125,0.758977,0
39.964,4,0,Left_Hand,0.957254,-4.075587,-2.676842,0.097765,-2.362684,2.21717,3.846811,0.481824,0
39.968,4,0,Left_Hand,3.310844,-1.936734,-2.068372,8.31984,-4.85732,6.944073,5.828623,5.437817,0
39.972,4,0,Left_Hand,-7.493177,-8.209965,-5.29351,-3.817056,-7.623453,-8.090264,5.775059,7.367251,0
39.976,4,0,Left_Hand,5.971072,5.393964,-0.115964,-0.783199,1.246008,8.024022,-8.378618,10.541519,0
39.98,4,0,Left_Hand,6.50551,-1.730757,3.628141,8.87234,1.238166,12.929528,-0.589838,2.748461,0
39.984,4,0,Left_Hand,-9.991725,-0.437813,0.910771,-7.164476,2.516098,0.47,6.199804,1.088975,0
39.988,4,0,Left_Hand,-3.526584,-8.653648,-3.909395,1.408275,9.740277,-0.581987,-2.062041,-1.451173,0
39.992,4,0,Left_Hand,2.478828,3.597158,-0.427046,-2.369722,-1.170535,1.334885,-5.227714,3.86973,0
39.996,4,0,Left_Hand,3.221942,1.271952,-2.053501,-3.941098,-2.903925,-0.627643,-0.036348,2.831365,0
40.0,4,0,Left_Hand,-3.392474,-1.327686,-3.730456,5.855333,0.648251,-1.319857,3.692903,-6.790183,0
40.004,4,0,Left_Hand,-1.527497,-4.289689,3.785201,-3.876173,7.189639,-5.035964,6.021721,0.141386,0
40.008,4,0,Left_Hand,-2.986905,2.236858,-2.139399,2.24083,1.173791,-3.209513,-0.802457,-0.00821,0
40.012,4,0,Left_Hand,0.55209,-5.073138,11.143589,0.915463,3.517155,-5.341469,0.734327,-4.672333,0
40.016,4,0,Left_Hand,5.985893,5.671673,-0.566376,0.192969,0.867931,4.415542,7.370115,-2.050503,0
40.02,4,0,Left_Hand,-3.855211,6.94475,-1.535954,-3.344622,9.662279,1.04355,-2.97489,-6.403466,0
40.024,4,0,Left_Hand,5.004102,-4.846619,-7.595245,-2.220378,0.16418,3.994306,0.66502,-2.111651,0
40.028,4,0,Left_Hand,-3.90836,2.047414,3.994631,-5.083925,2.459353,-3.482687,0.50356,-4.770976,0
40.032,4,0,Left_Hand,-4.238136,-4.658505,-0.793075,4.69335,-4.364273,-3.191185,-1.790783,-0.107623,0
40.036,4,0,Left_Hand,4.092973,-8.854848,5.615761,-8.690266,-6.279456,-3.057987,3.064591,-1.16831,0
40.04,4,0,Left_Hand,4.609682,-3.107365,2.450404,5.950243,8.544353,1.069505,-1.569394,-0.229531,0
40.044,4,0,Left_Hand,4.25705,-1.444343,-8.406801,8.214022,-1.421529,-4.807804,-4.466662,5.377752,0
40.048,4,0,Left_Hand,-6.578987,-5.879007,0.245625,1.610234,3.534865,0.492183,0.540763,10.451469,0
40.052,4,0,Left_Hand,-2.329755,1.316548,-2.472251,10.887739,8.028868,2.152394,4.41084,-2.705996,0
40.056,4,0,Left_Hand,4.114943,1.614348,2.887381,3.343839,0.492717,-8.452241,-1.234181,2.167536,0
40.06,4,0,Left_Hand,0.207709,7.810691,4.785644,-4.862169,2.88324,-4.12265,-0.589911,-1.823916,0
40.064,4,0,Left_Hand,-5.368464,3.06629,-1.150055,1.453556,1.28417,7.43378,-6.186135,-0.155867,0
40.068,4,0,Left_Hand,2.29159,6.163233,-1.614584,8.222643,1.187761,-2.303454,3.33784,-0.682173,0
40.072,4,0,Left_Hand,-3.574036,-1.131927,-1.526179,3.519296,3.483152,-0.544779,-7.297084,-2.001721,0
40.076,4,0,Left_Hand,8.972624,2.472359,-7.13892,-0.387464,-0.590586,2.230032,10.525715,1.926299,0
40.08,4,0,Left_Hand,7.724207,1.957459,-2.452009,4.20549,3.644228,-6.502018,8.021654,-7.806597,0
40.084,4,0,Left_Hand,3.020487,-4.256029,-2.543459,3.15041,0.861945,-6.697349,-7.808495,-0.126656,0
40.088,4,0,Left_Hand,6.805034,0.896829,5.089568,-0.96068,-1.464217,0.141332,15.767191,-1.233279,0
40.092,4,0,Left_Hand,0.323957,3.313585,-2.661871,-3.720488,-2.626691,-3.533031,0.516483,0.790402,0
40.096,4,0,Left_Hand,3.827187,0.662787,-1.284188,2.442208,-1.103097,2.453012,0.421754,2.640001,0
40.1,4,0,Left_Hand,7.388601,0.571588,0.29639,1.245112,1.81666,-2.118685,-2.675819,-2.740463,0
40.104,4,0,Left_Hand,1.227493,-4.266969,0.569325,-5.469825,5.428517,10.226241,-7.436553,-7.856329,0
40.108,4,0,Left_Hand,-1.275936,9.893494,-0.540724,-2.943732,-2.250052,-3.123961,-4.398987,8.718488,0
40.112,4,0,Left_Hand,-8.52311,-3.371317,-3.295479,-0.545537,-9.371656,4.348224,-1.840124,-2.533984,0
40.116,4,0,Left_Hand,-0.415668,-1.848094,5.263516,7.252764,-3.095926,9.634266,7.602985,2.927772,0
40.12,4,0,Left_Hand,4.117116,6.99637,-5.514117,-0.044861,1.640088,-0.485626,-5.126404,-1.264015,0
40.124,4,0,Left_Hand,4.728167,7.536869,-4.414122,13.077812,-3.46399,5.471117,3.572139,2.129991,0
40.128,4,0,Left_Hand,2.521825,-1.20274,1.998935,6.179475,6.658608,0.235672,-2.082985,-1.567044,0
40.132,4,0,Left_Hand,-2.706495,-0.334538,-1.388301,3.316746,-2.95619,2.542853,-5.356581,-3.677097,0
40.136,4,0,Left_Hand,-9.884108,5.260535,4.169874,-1.675288,2.489352,-2.501514,-1.945793,-2.598599,0
40.14,4,0,Left_Hand,-2.476075,5.340026,2.855503,0.122017,-6.40324,-4.358928,-2.342455,-7.409426,0
40.144,4,0,Left_Hand,-1.521724,1.830932,7.465876,1.739349,0.97741,8.941558,-3.690459,-1.753008,0
40.148,4,0,Left_Hand,-1.564645,3.313915,1.600226,-4.406965,-0.179961,3.758032,-4.004315,4.093186,0
40.152,4,0,Left_Hand,3.092782,1.251084,-7.994503,8.484285,11.191012,-1.693133,7.037354,-1.355713,0
40.156,4,0,Left_Hand,9.928382,-11.514844,-1.168628,-5.81272,1.852273,5.610677,-6.150144,0.028988,0
40.16,4,0,Left_Hand,0.617646,4.324459,-10.222506,5.607623,-2.42938,-3.858463,0.595899,-0.886832,0
40.164,4,0,Left_Hand,-1.083659,-6.574458,3.986347,5.712359,-5.342559,2.126048,0.411497,4.437301,0
40.168,4,0,Left_Hand,-1.296109,-5.255244,6.205117,-3.28966,-4.118338,0.008958,-2.293028,-11.742767,0
40.172,4,0,Left_Hand,0.621924,-1.222274,0.554838,-4.054505,3.637992,-4.602381,1.381999,7.390895,0
40.176,4,0,Left_Hand,-4.141469,-2.816492,1.781225,8.945962,-2.074495,2.410158,-7.363129,-2.659088,0
40.18,4,0,Left_Hand,0.600993,-3.088813,7.592901,2.214074,7.263384,4.477313,-10.580468,1.301713,0
40.184,4,0,Left_Hand,2.254062,10.309971,-7.175867,-6.146122,2.827804,-8.261765,1.217979,-5.232117,0
40.188,4,0,Left_Hand,1.04843,5.592547,-6.417686,2.486669,-9.273258,-6.076314,7.70401,6.997758,0
40.192,4,0,Left_Hand,2.28771,1.921751,2.149026,-1.636215,1.719357,-1.886603,-1.998105,-10.81318,0
40.196,4,0,Left_Hand,2.168738,5.104361,-0.311045,-8.517358,3.142882,-10.557162,-1.808234,1.081712,0
40.2,4,0,Left_Hand,-8.859483,8.582244,1.356497,-1.491119,0.108093,-11.430284,4.379883,5.422293,0
40.204,4,0,Left_Hand,3.184351,-4.647916,-0.046705,-2.781223,-12.854594,6.387862,2.816985,0.964546,0
40.208,4,0,Left_Hand,-3.355074,-2.133868,1.003439,-1.021444,2.319905,-4.922436,-3.461063,0.72198,0
40.212,4,0,Left_Hand,-5.479196,2.105531,3.410193,2.651585,0.984501,-15.605427,2.273337,-2.834324,0
40.216,4,0,Left_Hand,-5.522259,0.232968,-6.952237,0.407049,8.936849,-2.397307,-2.593241,-1.964664,0
40.22,4,0,Left_Hand,2.167708,-1.968041,2.726184,13.868407,2.587449,7.425205,-1.63585,9.056792,0
40.224,4,0,Left_Hand,-1.112875,5.120788,-0.458471,1.366618,-3.179404,3.859908,-5.205981,-1.616532,0
40.228,4,0,Left_Hand,-8.409844,-1.178947,3.51867,-6.183315,-4.414325,2.562087,4.435584,0.219977,0
40.232,4,0,Left_Hand,2.390189,-6.489058,7.059572,4.239285,5.630635,0.022391,8.076706,2.339975,0
40.236,4,0,Left_Hand,-7.198041,7.003688,7.14174,0.114097,-0.356592,-7.483429,-8.695462,-3.533976,0
40.24,4,0,Left_Hand,0.699107,7.745896,9.809551,-8.262103,3.643055,-7.273246,4.981559,-1.052073,0
40.244,4,0,Left_Hand,1.192495,9.989122,8.198878,6.909837,8.077607,5.158646,-1.78771,-0.457944,0
40.248,4,0,Left_Hand,4.427885,9.836955,3.063658,0.150718,-5.017646,8.67157,-2.780894,-2.331926,0
40.252,4,0,Left_Hand,8.908424,-1.320871,4.031248,11.760028,-1.220499,13.641766,-0.511481,3.293353,0
40.256,4,0,Left_Hand,-6.823382,-1.825633,1.529905,2.90461,-1.715725,5.040987,4.744564,-2.4722,0
40.26,4,0,Left_Hand,-0.262369,-9.350564,-7.538721,3.387353,2.837297,-1.915552,-0.134005,1.387412,0
40.264,4,0,Left_Hand,-1.381676,-4.754515,2.949405,6.356914,1.725356,4.135606,2.490288,11.051106,0
40.268,4,0,Left_Hand,2.168748,1.816459,-11.994425,1.571213,1.761488,-5.981998,2.58954,-0.943921,0
40.272,4,0,Left_Hand,1.078344,-7.736934,1.272927,-1.866478,-2.581929,-3.039872,-7.346673,0.216282,0
40.276,4,0,Left_Hand,-1.762731,2.927258,2.345426,-5.405263,11.969951,-8.279208,4.843989,0.042407,0
40.28,4,0,Left_Hand,-2.204511,2.20855,-0.98527,2.200504,-3.819533,11.487905,-2.980518,-5.458408,0
40.284,4,0,Left_Hand,-5.582254,-3.809456,3.17826,-6.64801,0.475798,-3.010163,7.146016,-1.049723,0
40.288,4,0,Left_Hand,4.939308,2.902589,1.180983,-5.020152,2.949439,4.195283,-8.185188,-1.846552,0
40.292,4,0,Left_Hand,2.296021,3.26998,-6.372132,0.376488,5.225601,-3.14561,-1.688895,1.318898,0
40.296,4,0,Left_Hand,4.588841,-5.424371,-2.078231,-1.249588,1.002657,2.254081,-0.835456,2.398384,0
40.3,4,0,Left_Hand,-1.551981,-2.369557,-6.260019,4.960529,-0.339338,1.537302,-5.790429,-9.859669,0
40.304,4,0,Left_Hand,-3.284177,1.272147,0.053155,-4.006774,6.174673,-1.81719,-5.468246,-3.678136,0
40.308,4,0,Left_Hand,-5.391575,-4.798143,5.783727,4.316352,3.601201,-1.616193,-3.717927,-9.374133,0
40.312,4,0,Left_Hand,1.794588,-14.494843,-6.846619,3.642015,5.538189,1.193585,-3.147511,-0.210911,0
40.316,4,0,Left_Hand,-5.198966,1.071066,8.396146,2.202476,2.792975,5.709861,7.480629,-1.375327,0
40.32,4,0,Left_Hand,9.243315,-4.311065,5.184172,-0.422721,-12.64334,-7.333984,-3.281278,-2.946016,0
40.324,4,0,Left_Hand,-6.538213,-8.137185,-4.278463,-5.053442,2.773072,6.48128,-1.215289,4.658153,0
40.328,4,0,Left_Hand,1.368301,-5.262395,-6.263396,0.801559,-6.132879,-3.41468,4.065951,-5.760807,0
40.332,4,0,Left_Hand,7.834274,-7.587656,2.491338,0.047259,-9.169543,4.759495,5.210039,-1.33721,0
40.336,4,0,Left_Hand,2.995449,-1.823632,6.969643,0.432221,-7.151576,3.359074,1.244064,4.430603,0
40.34,4,0,Left_Hand,0.878369,8.145471,-3.592095,-1.251952,-10.702419,4.531267,2.975297,-6.163163,0
40.344,4,0,Left_Hand,-4.842418,5.059485,9.593786,-2.44845,7.801677,-7.02874,5.419152,-8.451163,0
40.348,4,0,Left_Hand,-6.908846,1.515626,-1.804463,-8.328527,-1.43991,8.230351,-6.526697,9.862006,0
40.352,4,0,Left_Hand,3.850251,-2.369477,2.217478,7.350344,-4.72328,3.258006,3.787516,3.982427,0
40.356,4,0,Left_Hand,7.530736,1.221233,-6.675921,-5.047969,2.483914,3.565178,3.238617,-0.380299,0
40.36,4,0,Left_Hand,-2.19425,3.762705,3.835302,4.994382,-4.475394,-0.182223,2.334387,0.297582,0
40.364,4,0,Left_Hand,-5.695308,5.793053,4.998856,1.467407,3.33913,7.994002,-2.764704,-8.528637,0
40.368,4,0,Left_Hand,-12.290847,-3.818136,13.199204,-4.401256,-2.531895,5.334044,-4.04324,4.107262,0
